datum,imputerad,lower_95,upper_95
2019-09-01,3.2820930050193535,2.448476818023603,4.115709192015104
2019-10-01,3.282093004955725,2.4484768179134426,4.1157091919980076
2019-11-01,3.2820930048920958,2.4484768178032814,4.11570919198091
2019-12-01,3.282093004828467,2.4484768176931206,4.115709191963814
2020-01-01,3.282093004764838,2.44847681758296,4.115709191946716
2020-02-01,3.282093004701209,2.4484768174727987,4.115709191929619
2020-03-01,3.2820930046375802,2.4484768173626383,4.115709191912522
2020-04-01,3.282093004573951,2.448476817252477,4.115709191895425
2020-05-01,3.2820930045103225,2.4484768171423164,4.115709191878328
2020-06-01,3.2820930044466934,2.448476817032155,4.115709191861232
2020-07-01,3.2820930043830643,2.4484768169219944,4.115709191844134
2020-08-01,3.2820930043194356,2.4484768168118336,4.115709191827038
2020-09-01,3.2820930042558065,2.448476816701673,4.11570919180994
2020-10-01,3.282093004192178,2.448476816591512,4.115709191792844
2020-11-01,3.2820930041285488,2.448476816481351,4.115709191775746
2020-12-01,3.2820930040649197,2.44847681637119,4.11570919175865
2021-01-01,3.282093004001291,2.4484768162610293,4.115709191741553
2021-02-01,3.282093003937662,2.448476816150868,4.115709191724456
2021-03-01,3.2820930038740332,2.4484768160407073,4.115709191707359
2021-04-01,3.282093003810404,2.4484768159305466,4.115709191690262
2021-05-01,3.282093003746775,2.4484768158203853,4.115709191673164
2021-06-01,3.2820930036831464,2.448476815710225,4.115709191656068
2021-07-01,3.2820930036195173,2.448476815600064,4.115709191638971
2021-08-01,3.2820930035558886,2.448476815489903,4.115709191621874
2021-09-01,3.2820930034922595,2.448476815379742,4.115709191604777
2021-11-01,3.282093003453713,2.448476815245473,4.115709191661954
2021-12-01,3.282093003478796,2.448476815221365,4.115709191736228
2022-01-01,3.2820930035038787,2.4484768151972567,4.115709191810501
2022-02-01,3.2820930035289617,2.448476815173149,4.115709191884775
2022-03-01,3.2820930035540443,2.44847681514904,4.1157091919590485
2022-04-01,3.282093003579127,2.448476815124932,4.1157091920333215
2022-05-01,3.28209300360421,2.448476815100824,4.115709192107596
2022-06-01,3.2820930036292926,2.4484768150767158,4.115709192181869
2022-07-01,3.282093003654375,2.4484768150526075,4.115709192256143
2022-08-01,3.282093003679458,2.4484768150284992,4.115709192330417
2022-10-01,3.282093003819739,2.4484768150677394,4.115709192571739
2022-11-01,3.2820930039349365,2.448476815131087,4.115709192738786
2022-12-01,3.2820930040501346,2.4484768151944354,4.115709192905834
2023-01-01,3.2820930041653327,2.4484768152577834,4.115709193072882
2023-02-01,3.2820930042805303,2.448476815321131,4.11570919323993
2023-03-01,3.2820930043957284,2.4484768153844794,4.115709193406977
2023-04-01,3.2820930045109264,2.4484768154478274,4.115709193574025
2023-05-01,3.282093004626124,2.4484768155111754,4.115709193741073
2023-06-01,3.282093004741322,2.4484768155745233,4.1157091939081205
2023-07-01,3.28209300485652,2.448476815637871,4.115709194075168
2023-08-01,3.282093004971718,2.4484768157012193,4.115709194242217
2023-09-01,3.282093005086916,2.4484768157645673,4.1157091944092645
2023-10-01,3.2820930052021136,2.4484768158279153,4.115709194576312
2023-11-01,3.2820930053173116,2.4484768158912633,4.11570919474336
2023-12-01,3.2820930054325097,2.4484768159546113,4.115709194910408
2024-01-01,3.2820930055477073,2.4484768160179593,4.115709195077455
2024-02-01,3.2820930056629054,2.4484768160813073,4.115709195244503
2024-04-01,3.2820930057890374,2.448476816101081,4.115709195476994
2024-05-01,3.2820930057999713,2.4484768160575054,4.115709195542437
2024-06-01,3.2820930058109052,2.4484768160139305,4.11570919560788
2024-07-01,3.282093005821839,2.4484768159703556,4.115709195673323
2024-08-01,3.282093005832773,2.4484768159267807,4.1157091957387655
2024-09-01,3.282093005843707,2.4484768158832058,4.115709195804208
